original_name,rank,uniprot_accession,uniprot_protein_name,gene_names,organism,sequence_length,fuzzy_score,ambiguity_flag,api_error
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,3,A0A151N171,parse_error,N/A,N/A,0,15.789473684210531,NO_CONFIDENT_MATCH,
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A （GSPT1）,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A （GSPT1）,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A （GSPT1）,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
FGFR4,1,P22455,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
FGFR4,2,Q498D6,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
FGFR4,3,Q90413,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
FKBP51,1,Q13451,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
FKBP51,2,Q64378,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
FKBP51,3,Q9XT11,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
GAPDH,1,Q5XJ10,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
GAPDH,2,P04406,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
GAPDH,3,P16858,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
GLP1R - glucagon like peptide 1 receptor (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
GLP1R - glucagon like peptide 1 receptor (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
GLP1R - glucagon like peptide 1 receptor (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
GSPT1,1,P15170,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
GSPT1,2,Q8R050,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
GSPT1,3,A7YWL9,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
GSPT1 - G1 to S phase transition 1 (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
GSPT1 - G1 to S phase transition 1 (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
GSPT1 - G1 to S phase transition 1 (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
GSPT2,1,Q8IYD1,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
GSPT2,2,Q149F3,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
GSPT2,3,Q5R4B3,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
Glucokinase,1,Q14397,parse_error,N/A,N/A,0,27.27272727272727,NO_CONFIDENT_MATCH,
Glucokinase,2,Q9BRR6,parse_error,N/A,N/A,0,27.27272727272727,NO_CONFIDENT_MATCH,
Glucokinase,3,Q07071,parse_error,N/A,N/A,0,27.27272727272727,NO_CONFIDENT_MATCH,
HDAC1,1,Q13547,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HDAC1,2,O09106,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HDAC1,3,Q32PJ8,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HDAC2,1,Q92769,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HDAC2,2,P56519,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HDAC2,3,P70288,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HDAC3,1,O15379,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HDAC3,2,O88895,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HDAC3,3,Q6P6W3,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HSP90,1,P02829,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HSP90,2,Q7L3B6,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HSP90,3,Q16543,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
HTRF binary – DCAF15,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
HTRF binary – DCAF15,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
HTRF binary – DCAF15,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
HbF,1,P55316,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
HbF,2,P93839,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
HbF,3,C3VEV2,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Helios,1,Q9UKS7,parse_error,N/A,N/A,0,23.529411764705888,NO_CONFIDENT_MATCH,
Helios,2,P81183,parse_error,N/A,N/A,0,23.529411764705888,NO_CONFIDENT_MATCH,
Helios,3,C4XVC9,parse_error,N/A,N/A,0,23.529411764705888,NO_CONFIDENT_MATCH,
Herg,1,Q12809,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
Herg,2,Q9NS40,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
Herg,3,Q9H252,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
High affinity nerve growth factor receptor,1,A0A8C6YLR4,High affinity nerve growth factor receptor,,Nothoprocta perdicaria,596,100.0,AMBIGUOUS_MULTI_ORGANISM,
High affinity nerve growth factor receptor,2,Q3UFB7,parse_error,N/A,N/A,0,26.415094339622648,AMBIGUOUS_MULTI_ORGANISM,
High affinity nerve growth factor receptor,3,Q91009,parse_error,N/A,N/A,0,26.415094339622648,AMBIGUOUS_MULTI_ORGANISM,
Human T1R2/T1R3 receptor,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Human T1R2/T1R3 receptor,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Human T1R2/T1R3 receptor,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IDO1,1,P14902,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
IDO1,2,Q9ERD9,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
IDO1,3,P28776,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
IKZF,1,A0A6J8EK27,N/A,,Mytilus coruscus,203,0.0,NO_CONFIDENT_MATCH,
IKZF,2,A0A034WUR7,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF,3,A0A6J8E2R9,N/A,,Mytilus coruscus,249,0.0,NO_CONFIDENT_MATCH,
IKZF1,1,Q13422,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF1,2,Q03267,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF1,3,O42410,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF1/2/3,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IKZF1/2/3,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IKZF1/2/3,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IKZF1/2/3 and CK1α,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IKZF1/2/3 and CK1α,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IKZF1/2/3 and CK1α,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IKZF2,1,Q9UKS7,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF2,2,P81183,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF2,3,A0A852CQY4,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF3,1,Q9UKT9,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF3,2,O08900,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF3,3,A2VDW9,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF4,1,Q9H2S9,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF4,2,Q8C208,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IKZF4,3,A0A6D2WCH1,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
IN-LEDGF/p75 interaction,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p75 interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p75 interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p76 interaction,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p76 interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p76 interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p77 interaction,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p77 interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p77 interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p78 interaction,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p78 interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p78 interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p79 interaction,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p79 interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p79 interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p80 interaction,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p80 interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p80 interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p81 interaction,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p81 interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IN-LEDGF/p81 interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
IRAK4,1,Q9NWZ3,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
IRAK4,2,Q8R4K2,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
IRAK4,3,Q1RMT8,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
JAK1,1,P23458,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
JAK1,2,P52332,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
JAK1,3,O12990,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
JAK3,1,P52333,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
JAK3,2,Q62137,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
JAK3,3,Q63272,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
KASH2,1,Q8WXH0,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
KASH2,2,Q6ZWQ0,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
KASH2,3,NO_RESULT,NO_RESULT,,,0,0.0,NO_CONFIDENT_MATCH,
KBTB4,1,U6CVR5,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
KBTB4,2,A0A7K4JJ04,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
KBTB4,3,A0A7K4PBA8,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
KRAS,1,P01116,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
KRAS,2,P32883,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
KRAS,3,P08644,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
KRasG12C,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
KRasG12C,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
KRasG12C,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
LLPS,1,A7DWL2,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
LLPS,2,NO_RESULT,NO_RESULT,,,0,0.0,NO_CONFIDENT_MATCH,
LLPS,3,NO_RESULT,NO_RESULT,,,0,0.0,NO_CONFIDENT_MATCH,
"LOC127128483 - pyruvate dehydrogenase E1 component subunit beta, mitochondrial (garden pea)",1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"LOC127128483 - pyruvate dehydrogenase E1 component subunit beta, mitochondrial (garden pea)",2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"LOC127128483 - pyruvate dehydrogenase E1 component subunit beta, mitochondrial (garden pea)",3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Lin28,1,Q9H9Z2,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Lin28,2,Q8K3Y3,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Lin28,3,Q803L0,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
MDH1,1,Q9ZP06,"Malate dehydrogenase 1, mitochondrial",,Arabidopsis thaliana,341,9.756097560975608,NO_CONFIDENT_MATCH,
MDH1,2,P93819,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
MDH1,3,P40925,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
MDM2 - MDM2 proto-oncogene (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
MDM2 - MDM2 proto-oncogene (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
MDM2 - MDM2 proto-oncogene (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
MDM2 and GSPT1 protein,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
MDM2 and GSPT1 protein,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
MDM2 and GSPT1 protein,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"MDM2, GSPT1 and p53 protein",1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"MDM2, GSPT1 and p53 protein",2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"MDM2, GSPT1 and p53 protein",3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
N-cadherin,1,P19022,parse_error,N/A,N/A,0,28.57142857142857,NO_CONFIDENT_MATCH,
N-cadherin,2,P55289,parse_error,N/A,N/A,0,28.57142857142857,NO_CONFIDENT_MATCH,
N-cadherin,3,P15116,parse_error,N/A,N/A,0,28.57142857142857,NO_CONFIDENT_MATCH,
NDH1,1,P40215,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
NDH1,2,P06254,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
NDH1,3,P06255,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
NPM-ALK,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
NPM-ALK,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
NPM-ALK,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
P. aeruginosa,1,A0A1L7V7A7,N/A,,Fusarium proliferatum (strain ET1),1306,25.0,NO_CONFIDENT_MATCH,
P. aeruginosa,2,A0AAE8SI03,N/A,,Fusarium torulosum,1306,25.0,NO_CONFIDENT_MATCH,
P. aeruginosa,3,S0DQM3,N/A,,Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831),1306,25.0,NO_CONFIDENT_MATCH,
P53,1,P04637,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
P53,2,P10361,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
P53,3,P02340,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
"PDE6D, IKZF1, IKZF3, and CK1α",1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"PDE6D, IKZF1, IKZF3, and CK1α",2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"PDE6D, IKZF1, IKZF3, and CK1α",3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
PHGDH,1,O43175,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
PHGDH,2,O08651,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
PHGDH,3,Q61753,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
PI3Ka,1,Q5CXB2,N/A,,Cryptosporidium parvum (strain Iowa II),943,25.0,NO_CONFIDENT_MATCH,
PI3Ka,2,A0A077ZHT3,N/A,,Trichuris trichiura,709,25.0,NO_CONFIDENT_MATCH,
PI3Ka,3,NO_RESULT,NO_RESULT,,,0,0.0,NO_CONFIDENT_MATCH,
PKCα,1,A0A8J1IWQ9,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
PKCα,2,A0A8J1IZY1,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
PKCα,3,A0JM65,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
PPIL4,1,A0A498LHP5,Peptidyl-prolyl cis-trans isomerase-like 4,,Labeo rohita,1689,17.021276595744684,NO_CONFIDENT_MATCH,
PPIL4,2,Q8WUA2,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
PPIL4,3,Q9CXG3,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
PRDX4,1,Q13162,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
PRDX4,2,O08807,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
PRDX4,3,Q9Z0V5,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
Pin1,1,Q13526,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
Pin1,2,Q9SL42,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
Pin1,3,Q9QUR7,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
Potassium voltage-gated channel subfamily H member 2,1,Q12809,parse_error,N/A,N/A,0,15.873015873015872,NO_CONFIDENT_MATCH,
Potassium voltage-gated channel subfamily H member 2,2,O35219,parse_error,N/A,N/A,0,15.873015873015872,NO_CONFIDENT_MATCH,
Potassium voltage-gated channel subfamily H member 2,3,O08962,parse_error,N/A,N/A,0,15.873015873015872,NO_CONFIDENT_MATCH,
RAF,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Read timed out. (read timeout=30)"
RAF,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
RAF,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
RBM39,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Max retries exceeded with url: /uniprotkb/search?query=protein_name%3A%22RBM39%22+OR+gene%3A%22RBM39%22&format=json&size=5&fields=accession%2Cprotein_name%2Cgene_names%2Corganism_name%2Csequence (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001FBBA7F7B10>: Failed to establish a new connection: [WinError 10053] An established connection was aborted by the software in your host machine'))"
RBM39,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
RBM39,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"RBM39,DCAF15",1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"RBM39,DCAF15",2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"RBM39,DCAF15",3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
RCOR1,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
RCOR1,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
RCOR1,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"RCOR1,LSD1,HDAC1 ,HDAC2",1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"RCOR1,LSD1,HDAC1 ,HDAC2",2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"RCOR1,LSD1,HDAC1 ,HDAC2",3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
RNA,1,P21338,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
RNA,2,Q8N999,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
RNA,3,Q9BQ04,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
RUNX3,1,Q13761,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
RUNX3,2,Q64131,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
RUNX3,3,A0A0G2K7T0,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
Ricin,1,P02879,Ricin,,Ricinus communis,576,100.0,AMBIGUOUS_MULTI_ORGANISM,
Ricin,2,B2ZRS9,Ricin B-like lectin,,Clitocybe nebularis,149,41.666666666666664,AMBIGUOUS_MULTI_ORGANISM,
Ricin,3,Q945P1,parse_error,N/A,N/A,0,12.5,AMBIGUOUS_MULTI_ORGANISM,
Rpn3/Rpn7,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Rpn3/Rpn7,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Rpn3/Rpn7,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
SALL4,1,Q9UJQ4,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
SALL4,2,Q8BX22,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
SALL4,3,M0RDM1,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
SHP2,1,O74829,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
SHP2,2,P29385,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
SHP2,3,Q9Y3P8,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
SLFN12,1,Q8IYM2,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
SLFN12,2,A0A2Y9EP75,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
SLFN12,3,A0ABM3SRZ0,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
SMAD4R361H-SMAD3 PPI,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
SMAD4R361H-SMAD3 PPI,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
SMAD4R361H-SMAD3 PPI,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
SMAD4R361H/SMAD3 PPI,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
SMAD4R361H/SMAD3 PPI,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
SMAD4R361H/SMAD3 PPI,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
SMARCA2,1,P51531,parse_error,N/A,N/A,0,22.22222222222222,NO_CONFIDENT_MATCH,
SMARCA2,2,Q6DIC0,parse_error,N/A,N/A,0,22.22222222222222,NO_CONFIDENT_MATCH,
SMARCA2,3,A5PKK5,parse_error,N/A,N/A,0,22.22222222222222,NO_CONFIDENT_MATCH,
SMARCA2/4,1,A0A812CLZ5,N/A,,Acanthosepion pharaonis,1772,16.666666666666664,NO_CONFIDENT_MATCH,
SMARCA2/4,2,A0A8S3QAJ4,N/A,,Mytilus edulis,617,16.666666666666664,NO_CONFIDENT_MATCH,
SMARCA2/4,3,A0A6J8D5A1,N/A,,Mytilus coruscus,464,16.666666666666664,NO_CONFIDENT_MATCH,
SMARCA4,1,P51532,parse_error,N/A,N/A,0,22.22222222222222,NO_CONFIDENT_MATCH,
SMARCA4,2,A7Z019,parse_error,N/A,N/A,0,22.22222222222222,NO_CONFIDENT_MATCH,
SMARCA4,3,Q8K1P7,parse_error,N/A,N/A,0,22.22222222222222,NO_CONFIDENT_MATCH,
Solanum lycopersicum,1,A0A8J2GZW2,N/A,,Cotesia congregata,517,8.695652173913048,NO_CONFIDENT_MATCH,
Solanum lycopersicum,2,NO_RESULT,NO_RESULT,,,0,0.0,NO_CONFIDENT_MATCH,
Solanum lycopersicum,3,NO_RESULT,NO_RESULT,,,0,0.0,NO_CONFIDENT_MATCH,
TAZ,1,F1QCP6,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
TAZ,2,Q91WF0,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
TAZ,3,Q9V6G5,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
TMEM173,1,Q86WV6,parse_error,N/A,N/A,0,11.111111111111116,NO_CONFIDENT_MATCH,
TMEM173,2,F1M391,parse_error,N/A,N/A,0,11.111111111111116,NO_CONFIDENT_MATCH,
TMEM173,3,E7F4N7,parse_error,N/A,N/A,0,11.111111111111116,NO_CONFIDENT_MATCH,
TP53 - tumor protein p53 (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
TP53 - tumor protein p53 (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
TP53 - tumor protein p53 (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
UBR7,1,Q8N806,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
UBR7,2,Q8BU04,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
UBR7,3,Q54DV0,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
USP28,1,Q96RU2,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
USP28,2,D3ZJ96,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
USP28,3,Q5I043,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
VDR - vitamin D receptor (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
VDR - vitamin D receptor (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
VDR - vitamin D receptor (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Vinculin,1,P18206,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Vinculin,2,P85972,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Vinculin,3,P19826,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
